Source,Target
josu_o_pagoaga,franju
apoyo_naranja,annagrauarias
Cigarropuro13,capTercio
MandameThatcher,capTercio
troyana25,KettyAvecilla
PrezAday,wallstwolverine
pepitusmuertos,wallstwolverine
magda65magda,hugomanchon
Iartek1,wallstwolverine
Jlaj3847Jose,Cesar_Opinions
troyana25,Cesar_Opinions
1988Marianosr,wallstwolverine
gestionamianto,capTercio
troyana25,joshkovictt
troyana25,quiquepeinado
troyana25,el_pais
MFV31,PedroOtamendi
montca224,PacoEscudero12
troyana25,Yorcluni
troyana25,VeletaWilly
Fernandog77777,capTercio
Diegomb28,wallstwolverine
Jlaj3847Jose,franju
Legion1965,capTercio
CarmenG08364253,annagrauarias
troyana25,observatorio14
troyana25,mjguerrapalmero
troyana25,PabloIglesias
AgenciaAfni,MiHemeroteca
varo997,capTercio
ngelGar81247650,wallstwolverine
troyana25,observatorio14
troyana25,f10garrido
troyana25,ionebelarra
troyana25,Iratxotravesa
srbeltrins,wallstwolverine
vasnacat,bbirdd_
troyana25,vikavika601
troyana25,jmanuelcade
troyana25,MonederoJC
troyana25,Yolanda_Diaz_
troyana25,Antonperilon
JErro89514609,Antonperilon
badjoe17,wallstwolverine
franju,franju
jjpuente13,ToroenReposo
Nash30993619,wallstwolverine
burniolpr,Ludvig1973
burniolpr,Esquerra_ERC
merchi_otero,Cristal530R
alvarosm33,wallstwolverine
Caulfield222,carlitos_return
villar_senra,Cecilia_G_M
RUBEND477,arrmate1
charliEsp2022,ToroenReposo
Joaquin55962224,Cecilia_G_M
larpi233,Panik81
LCP1975,Panik81
narf_alreves,bbirdd_
JiRmegio,wallstwolverine
Buonotto,capTercio
VV13961,ToroenReposo
joanmarimon8,Ludvig1973
joanmarimon8,Esquerra_ERC
teseu99,dherediac
p_segui,wallstwolverine
troyana25,yomismaconcha
tigredeljali,capTercio
ChicoListito,ToroenReposo
troyana25,soniapr20
troyana25,ernesturtasun
troyana25,sumar
troyana25,Yolanda_Diaz_
jjpuente13,capTercio
CmsHechoSimple,wallstwolverine
CurryPollo,capTercio
carlosbarranc75,Cecilia_G_M
troyana25,nmechilsknteveo
troyana25,Justo04276241
merchi_otero,arrmate1
RUBEND477,AbaloneOrtega
troyana25,HeiwaPaz
troyana25,AbaloneOrtega
troyana25,Cristal530R
troyana25,Panik81
TraderMarcoCost,wallstwolverine
joseluisromera,capTercio
troyana25,arrmate1
yanguas_ivan,wallstwolverine
lavosqui,AbaloneOrtega
AdnaraZ,ToroenReposo
SantBarcelona,BCNmetropoli
VallesiLanau,ernesturtasun
VallesiLanau,sumar
Baron584,capTercio
javiiorgaz,wallstwolverine
VallesiLanau,24LV4
ivannc20,capTercio
AsensioMarian,Cecilia_G_M
MartiSting,Ludvig1973
MartiSting,Esquerra_ERC
Inmacas2019,bieitorubido
nokedannicks,ToroenReposo
LopezRosaMaria5,Cecilia_G_M
tamapiedras,capTercio
KVASpain,Cecilia_G_M
poto150672,capTercio
schlicht89,wallstwolverine
LOCOCOMIOIII,wcscm2
LOCOCOMIOIII,AinaVS
LOCOCOMIOIII,helioroque_
CobraVerde5,pladamunt
BCN1,Eduardo54812683
JuanCar02750425,el_pais
Tarsi46220811,OnVasBarcelona
Picalios30890,j_luisarroyo
donespi77,wallstwolverine
cuky_3k,j_luisarroyo
JuanCar02750425,Raclo20
JuanCar02750425,helioroque_
Sergigol7,manelhernande14
Sergigol7,el_pais
JuanCar02750425,Carmen_ag_
JuanCar02750425,helioroque_
fjliebana,wallstwolverine
JuanCar02750425,Dalia_Guevara_
JuanCar02750425,helioroque_
JuanCar02750425,Miss_Bennet5
JuanCar02750425,agarzon
JuanCar02750425,sumar
JuanCar02750425,helioroque_
DahlsrudKjersti,PacoEscudero12
EnVanguardia202,Doct_Tricornio
JuanCar02750425,romanocisneros
JuanCar02750425,agarzon
JuanCar02750425,sumar
JuanCar02750425,helioroque_
JuanCar02750425,IgnaciooMD
Santonesa,MundoBurbu
_solpost_,jcanadellb
_solpost_,elperiodico
JuanCar02750425,pedromontes1971
JuanCar02750425,helioroque_
JuanCar02750425,FeAiPg
JuanCar02750425,EduardoFRub
JuanCar02750425,helioroque_
dimasciudadano,CiutadansBCN
dimasciudadano,annagrauarias
soulfatdnuria,jcanadellb
soulfatdnuria,elperiodico
JuanCar02750425,LaBella_2017
JuanCar02750425,helioroque_
JuanCar02750425,LaBella_2017
JuanCar02750425,helioroque_
Rosa96215708,HeiwaPaz
JuanCar02750425,eldisidenteOK
JuanCar02750425,helioroque_
LS2713,VGnarlyV
JuanCar02750425,marialilb
JuanCar02750425,Mdoloresdv
JuanCar02750425,cav_carmen
sgasull44,jcanadellb
sgasull44,elperiodico
JuanCar02750425,Raclo20
JuanCar02750425,helioroque_
frangalancr,ErnestoEkaizer
MarcelaHoms,jcanadellb
MarcelaHoms,elperiodico
facheitor,wallstwolverine
JuanCar02750425,FeAiPg
JuanCar02750425,helioroque_
JuanCar02750425,YRPesquera
JuanCar02750425,helioroque_
chemaone33,ErnestoEkaizer
JuanCar02750425,ElsadelCastill3
JuanCar02750425,helioroque_
RSentanes,OnVasBarcelona
JuanCar02750425,wallstwolverine
JuanCar02750425,Doct_Tricornio
SzTAmzsPUi6KE0q,PacoEscudero12
MarcGGraupera,jcanadellb
MarcGGraupera,elperiodico
GranOrwell,jcanadellb
GranOrwell,elperiodico
DespertaFerro11,jmartigalbis
DespertaFerro11,albertdmcat
CarlosdCPz,capTercio
Budespenser7,Doct_Tricornio
tejera_or,MiHemeroteca
tipoquemado,ErnestoEkaizer
AMencheta,capTercio
lalauri__Cat,OnVasBarcelona
JDMagno,ToroenReposo
Perikete37,ErnestoEkaizer
Cetre9,ToroenReposo
laia_cp,CUPBarcelona
Barceloneta1952,ErnestoEkaizer
laia_cp,CUPBarcelona
PonchitaTelasco,Doct_Tricornio
PanchoTraba,ErnestoEkaizer
JoanaEstarli,jcanadellb
JoanaEstarli,elperiodico
12FrancescPlaza,jcanadellb
12FrancescPlaza,elperiodico
Jotabe04,PedroOtamendi
CarlesSanchezT,CUPBarcelona
Barceloneta1952,ErnestoEkaizer
EiaAsia,elperiodico
cuenta_C,wallstwolverine
FrancisSerrato,ErnestoEkaizer
RosellLluisa,jcanadellb
RosellLluisa,elperiodico
Perikete37,ErnestoEkaizer
albertviros,Eduardo54812683
maricarmen1709,capTercio
Yolanda91973236,PedroOtamendi
CArozamena,capTercio
Inigo2210,capTercio
JoanRub45406634,PacoEscudero12
fgarrobo,CUPBarcelona
MarcoAn33536458,Antonperilon
cenutrio,jcanadellb
cenutrio,elperiodico
Elcharnega,elmundoes
warriorofthebar,CUPBarcelona
duduipa,jcanadellb
duduipa,elperiodico
Agust90863852,jcanadellb
Agust90863852,elperiodico
sunshin30893448,PedroOtamendi
PLeon67158581PL,capTercio
mcanade3,jcanadellb
mcanade3,elperiodico
JeanLou23881284,PedroOtamendi
Wittgenstein_jm,AlbanoDante76
Wittgenstein_jm,AlbanoDante76
Agustin2903,capTercio
NOTOCARZ,wallstwolverine
slabajo,hugomanchon
Charo92537828,FuensantaLM
Agtenorio,CiutadansBCN
Agtenorio,annagrauarias
RicardLlopAltes,OnVasBarcelona
ElensGuitart,okdiario
ElensGuitart,joanguirado
Piliconver,OnVasBarcelona
JoseAnt22053817,capTercio
EnricBalladares,jcanadellb
EnricBalladares,elperiodico
EnricBalladares,eppolitica_cas
DanyItaliano,ToroenReposo
RGroting,el_pais
imparcialrazon,okdiario
imparcialrazon,joanguirado
bashachanguerra,CUPBarcelona
Seny_i_rauxa,jcanadellb
Seny_i_rauxa,elperiodico
percanviarhotot,CUPBarcelona
CUPdiba,CUPBarcelona
CUP_AMB,CUPBarcelona
EnricBalladares,kimerius
EnricBalladares,elperiodico
clariRibera,bieitorubido
annamariasastre,elperiodico
Manuel_Mtnez_,Doct_Tricornio
BIELBOG7,Doct_Tricornio
gorkkol,naciopolitica
OkRenacido,Doct_Tricornio
tintin300,GuajeSalvaje
NoahCommieQueer,CUPBarcelona
sysco5,ErnestoEkaizer
MCasasCortada,naciopolitica
JosepMaCalaFont,CuberoLuis
GabriiNunezz,wallstwolverine
sysco5,ErnestoEkaizer
LeMatelot49,j_luisarroyo
Tarsi46220811,jcanadellb
Tarsi46220811,elperiodico
JaumeTPrim1,DiarideGirona
CarlesVallsB,CUPBarcelona
David64009,Doct_Tricornio
naniuno,ErnestoEkaizer
jordisalvia,naciopolitica
VSapienti,jcanadellb
VSapienti,elperiodico
melordui,ErnestoEkaizer
anariztelan,pedlabpin
anariztelan,dsegoviaatienza
tirant_el_blanc,el_pais
oscar_benitez_b,PareraEva
CarlesVallsB,CUPBarcelona
thommyspain,j_luisarroyo
yosiekny,CUPBarcelona
xavitus13,jcanadellb
xavitus13,elperiodico
Sebasysarn_,jcanadellb
Sebasysarn_,elperiodico
selagel,Teyo116
El_Fifo_,Doct_Tricornio
AuroraElche,Cecilia_G_M
Eva30893643,Gares72
Eva30893643,Yolanda_Diaz_
tirant_el_blanc,OnVasBarcelona
RafelRomeu,jcanadellb
RafelRomeu,elperiodico
PalmaNeus,OnVasBarcelona
inmacuevas36,jjaviervazquez
inmacuevas36,eduardoinda
mvilama2,OnVasBarcelona
no_pointofview,Doct_Tricornio
loc_coco,ANDVOX1
IlarduyaDe,ErnestoEkaizer
Verso_Suelto,lescobartr
JosemigAAHI,capTercio
xtal_b,jcanadellb
xtal_b,elperiodico
RosaCB12,jcanadellb
RosaCB12,elperiodico
kikoP9,naciopolitica
Txomin47177605,ErnestoEkaizer
LLeiDI_DI,jcanadellb
LLeiDI_DI,elperiodico
neuscasanovas,jcanadellb
neuscasanovas,elperiodico
llunas3000,EPpolitica_cat
Cs_Sarria,CiutadansBCN
Cs_Sarria,annagrauarias
JAVIERP54530597,ErnestoEkaizer
FRANCIS95522078,Doct_Tricornio
Gamusinoss,lescobartr
JavierEdrosa,annagrauarias
Cs_Sarria,annagrauarias
RubenCapaldi,elperiodico
jingo25814164,ErnestoEkaizer
carlos34783731,GuajeSalvaje
saferjo69,jcanadellb
saferjo69,elperiodico
V66131556,GuajeSalvaje
LaliCreus,CUPBarcelona
DonOstia_,Doct_Tricornio
Teyo116,selagel
Teyo116,gabrielrufian
Teyo116,xabiber
FRANCIS95522078,lescobartr
MaraJos50260648,j_luisarroyo
maitechucurto,jcanadellb
maitechucurto,elperiodico
encarnitafalco,jcanadellb
encarnitafalco,elperiodico
CUPGracia,CUPBarcelona
LenaSelles33,jcanadellb
LenaSelles33,elperiodico
Quim229005731,naciopolitica
PalmaNeus,jcanadellb
PalmaNeus,elperiodico
Maria08486940,informacion_es
PapaRabioso7,Doct_Tricornio
manheroll,j_luisarroyo
Marmitako55,capTercio
onetouchmaq,jcanadellb
onetouchmaq,elperiodico
juanjoLuaS,wallstwolverine
Maria08486940,jcanadellb
Maria08486940,elperiodico
Spanladenz,capTercio
GrouchoMarcos,ANDVOX1
rodriguezamorin,bcnencomu
rodriguezamorin,Yolanda_Diaz_
gomezsori21,Doct_Tricornio
RubenCapaldi,EPpolitica_cat
aramateix,naciopolitica
RubenCapaldi,jcanadellb
RubenCapaldi,elperiodico
Pepitorre2,ErnestoEkaizer
portia2day,jcanadellb
portia2day,elperiodico
PaquitaAlberola,ErnestoEkaizer
guyasss,capTercio
PaquitaAlberola,ErnestoEkaizer
Quim229005731,jcanadellb
Quim229005731,elperiodico
CanQuimCAT,SergiMaranya
CanQuimCAT,AdaColau
CanQuimCAT,janetsanz
Guatlleta,Eduardo54812683
HildegartRev,CUPBarcelona
Guatlleta,jcanadellb
Guatlleta,elperiodico
naciodigital,naciopolitica
miquelprats5,JaumeBarbera
miquelprats5,AdaColau
santacanajaume,CUPBarcelona
Angel_Escozio,ANDVOX1
Rosa29240097,ANDVOX1
DespertaFerro11,eppolitica_cas
pacoperezq,ToroenReposo
frvizcaino,ToroenReposo
pacohernando3,Restreal77
at_vilar,AlbanoDante76
ralejand,ToroenReposo
salvador7373de,ErnestoEkaizer
EscuriolaJuan,hugomanchon
giralt_francesc,jcanadellb
giralt_francesc,elperiodico
Pepitorre2,ErnestoEkaizer
Lorni45219822,jcanadellb
Lorni45219822,elperiodico
nammioho2018,joseisspeaking
nammioho2018,sumar
nammioho2018,Yolanda_Diaz_
aramateix,CUPBarcelona
saezdolors5,ErnestoEkaizer
Chocolate_Ok_,Descartesrh
BVellisco1,Doct_Tricornio
Rasvac,wallstwolverine
encarna_99,j_luisarroyo
malonsocs,annagrauarias
ALMIRANTECURE,ToroenReposo
EmilioSdeA,ErnestoEkaizer
MaraJos50260648,lescobartr
at_vilar,jcanadellb
at_vilar,elperiodico
godoitos,Eduardography
Ohmaigoes,bbirdd_
1934Jano,j_luisarroyo
Picorga,hugomanchon
lolaandaluza,j_luisarroyo
Quim229005731,EPpolitica_cat
ALMIRANTECURE,capTercio
BurrueCortes,Doct_Tricornio
R4ulR4mos,ErnestoEkaizer
RGInvest,bbirdd_
Aprez117,ErnestoEkaizer
Quim229005731,CUPBarcelona
pacohernando3,Doct_Tricornio
majetesi1,jcanadellb
majetesi1,elperiodico
Quim229005731,CUPBarcelona
Jordijec,NoEsPotCat
vicente_lluis,PacoEscudero12
jo18jupiter,ErnestoEkaizer
matiasrovi,jcanadellb
matiasrovi,elperiodico
CapitanBeardi,Restreal77
Angel_Escozio,Doct_Tricornio
PaperMaixe,AlbanoDante76
Santosmacarro,Doct_Tricornio
miquelprats5,jcanadellb
miquelprats5,elperiodico
cervera_jess,jcanadellb
cervera_jess,elperiodico
CsNouBarris,annagrauarias
carlosriverorej,capTercio
Alfonso_Lago,bieitorubido
rodriperez70,el_pais
srmaxcady,GuajeSalvaje
rodriperez70,CGSobrin
PacoEscudero12,jcanadellb
PacoEscudero12,elperiodico
Tamborras,PacoEscudero12
AnimaLista_M,jcanadellb
AnimaLista_M,elperiodico
tericateri,jcanadellb
tericateri,elperiodico
Wittgenstein_jm,OnVasBarcelona
jcanadellb,elperiodico
saezdolors5,ErnestoEkaizer
lupuss75,ToroenReposo
miguelf37488293,Antonperilon
celescolorado,Alfonsiaio
celescolorado,bashachanguerra
BVellisco1,lescobartr
VanesaCarrascoR,annagrauarias
SantosFelixfarr,ErnestoEkaizer
marcperezrovi,BCNmetropoli
CapitanNavio1,j_luisarroyo
PepeMolt,ErnestoEkaizer
Tarsi46220811,NoEsPotCat
entendiendoelm1,wallstwolverine
MonDiari,TotBcn
carrizosacarlos,annagrauarias
xpu88,Doct_Tricornio
thefortygirl,Doct_Tricornio
CorGatuno,ToroenReposo
SindicatSense,CUPBarcelona
JaumePorschista,OnVasBarcelona
Josgonz98909574,ToroenReposo
Dolors38692679,ErnestoEkaizer
cupgramenet,CUPBarcelona
CUPHortaGuinard,CUPBarcelona
karpinoset,j_luisarroyo
CasalLaGalera,CUPBarcelona
malonsocs,annagrauarias
Despistaku,ErnestoEkaizer
casaresjesus,ErnestoEkaizer
MaiteRguezdAlba,Doct_Tricornio
JaumePorschista,OnVasBarcelona
VilaWeb,cupnacional
VilaWeb,bashachanguerra
CUPLesCorts,CUPBarcelona
Dolors38692679,ErnestoEkaizer
porlafemorire,j_luisarroyo
cupciutatvella,CUPBarcelona
helgana40,ToroenReposo
LordKoroshi,ToroenReposo
vcn7e,wallstwolverine
CapitanBeardi,Doct_Tricornio
SantiAranya,CUPBarcelona
ifernbol,wallstwolverine
Murillo5619,j_luisarroyo
evafelamelas,CUPBarcelona
Alfonsiaio,bashachanguerra
SoniaMyLauraC,annagrauarias
PoJuana,garciapeino
FortunyPala,pp_bcn
CesarZweig,Doct_Tricornio
luisMB97962562,ErnestoEkaizer
EvelynAguado1,Doct_Tricornio
ljcarolv,ErnestoEkaizer
DespertaFerro11,EPpolitica_cat
juyisto,ElHuffPost
PoJuana,garciapeino
JaviFeSel,wallstwolverine
CarlosSM_Cs,annagrauarias
DespertaFerro11,DiarideGirona
arnaucerda,BCNmetropoli
DespertaFerro11,achajim
Juan82637313,Doct_Tricornio
joseluquelora,ElHuffPost
nammioho2018,Doct_Tricornio
anouk7809,GuajeSalvaje
antizpapa,ErnestoEkaizer
jalogo1254,ToroenReposo
42Paulof,ErnestoEkaizer
pelopincho190,Doct_Tricornio
Vctordeniz53,ErnestoEkaizer
Patriotacatala1,OnVasBarcelona
Feolivomar,ErnestoEkaizer
dimasciudadano,annagrauarias
quimrocajorda,DespertaFerro11
mariolozanosanc,ErnestoEkaizer
59Joseb,ErnestoEkaizer
jpbusto,annagrauarias
JQA1979,wallstwolverine
Melli89010382,Doct_Tricornio
PedroSa17545707,GuajeSalvaje
59Joseb,ErnestoEkaizer
LolaSanGaPri,ToroenReposo
felipecametome,ErnestoEkaizer
CHsentidocomun,wallstwolverine
nagual16,ErnestoEkaizer
Sela_ibuR,CUPBarcelona
NPerezlabajo,ErnestoEkaizer
OnofreBeltran,UnoDeMadrid1976
Clara_MAI13,CUPBarcelona
Jordi86369260,24LV4
NPerezlabajo,ErnestoEkaizer
EJlector1,Doct_Tricornio
lola_lopera,elmundoes
embardissat,PacoEscudero12
verdu_alfonso,ErnestoEkaizer
juanmageor,capTercio
ElCapi97,capTercio
Olga60164500,bieitorubido
rafaballester05,capTercio
Alfonsiaio,CUPBarcelona
Rosa29240097,curra01
anamcg01,PedroOtamendi
CsNouBarris,CiutadansBCN
CsNouBarris,annagrauarias
Vctordeniz53,ErnestoEkaizer
Lolita67302352,capTercio
MGGibert,annagrauarias
CUPstap,CUPBarcelona
daNigZmRt,capTercio
getaparo,encarpe71
KAKEJuan,pmusifloren
KAKEJuan,PSOE
gcs1234321,capTercio
ali1future,Doct_Tricornio
barnovoa,Tabarnia_BCN
CsGracia,annagrauarias
Cromwel4444,Yorcluni
Cromwel4444,VeletaWilly
saferjo69,Eduardo54812683
CUP_SSG,CUPBarcelona
SergiTorresM,CiutadansBCN
SergiTorresM,annagrauarias
mew_malone,Cecilia_G_M
KAKEJuan,MundoBurbu
yolanda_roncal,Doct_Tricornio
sub__urbano,ErnestoEkaizer
SanFerrol,bbirdd_
Pizarro13Pedro,hugomanchon
MaciasGonzale,ErnestoEkaizer
franciscokapel2,ErnestoEkaizer
can_summeren27,capTercio
PaquiUdisas,capTercio
ramone_lucky,wallstwolverine
CiutadansBCN,annagrauarias
CiutadansBCN,20m
Agnetha221,Doct_Tricornio
pabloluiscabel1,ErnestoEkaizer
Mery02469600,Yorcluni
Mery02469600,VeletaWilly
Jugocle,ErnestoEkaizer
guissona1953,ErnestoEkaizer
LlusMolins1,PacoEscudero12
telemaco31,ErnestoEkaizer
guissona1953,ErnestoEkaizer
nomadayo,ErnestoEkaizer
Maricar29452716,BCNmetropoli
FrancisSerrato,achajim
josepfrancesest,ErnestoEkaizer
lucimaravillass,Doct_Tricornio
CintaVerge,valldasua
Mery02469600,pedlabpin
Mery02469600,dsegoviaatienza
CUPBarcelona,bashachanguerra
CUPBarcelona,SOSRacis
mpb513,elperiodico
Emma10801,ErnestoEkaizer
lolamontavez,soniapr20
lolamontavez,ernesturtasun
lolamontavez,sumar
lolamontavez,Yolanda_Diaz_
Migueln31346520,ErnestoEkaizer
sublibrarian,donagrio
sublibrarian,SalYAzcar1
Converso72,wallstwolverine
Mery02469600,vikavika601
Mery02469600,jmanuelcade
Mery02469600,MonederoJC
Mery02469600,Yolanda_Diaz_
achajim,opiniondemalaga
Todoempaquetado,capTercio
Lupe07217786,ErnestoEkaizer
ViejaAlVisillo7,j_luisarroyo
Mery02469600,j_luisarroyo
Tonol2000,ErnestoEkaizer
GermanSaz,hugomanchon
madamendezg,Cecilia_G_M
CintaVerge,PacoEscudero12
Xmpolitik,ErnestoEkaizer
sapodevallo,ErnestoEkaizer
Pecoseta56,ANDVOX1
Jo83Cruz,capTercio
frajudica,Cecilia_G_M
darthjoseph7,Doct_Tricornio
Lupe07217786,ErnestoEkaizer
BastidaJaquina,Ludvig1973
BastidaJaquina,Esquerra_ERC
MASACRE130,Doct_Tricornio
TavoraPilar,ErnestoEkaizer
TavoraPilar,ErnestoEkaizer
dinabu4,wallstwolverine
ExtremoLobezo,GuajeSalvaje
PepRiera3,24LV4
jos_mateos,ToroenReposo
MotionCraven,GraaLpez
ander_the_table,ElHuffPost
Jaumestragues,PacoEscudero12
Tweety2719mes,PacoEscudero12
radioactivovel,GuajeSalvaje
hdezerre,arrmate1
FelipeOntive,hugomanchon
GD11997744,GuajeSalvaje
peppis25,ToroenReposo
ChuckyBcnCAT,EnComu_Podem
ChuckyBcnCAT,jessicaalbiach
ChuckyBcnCAT,LluisFalgas
ppsmbcn,danielsirera
Jabbastation,PacoEscudero12
ericsanclemente,oscar_benitez_b
javiertres,PacoEscudero12
lolibejarano,valents_cat
Gatsbyelgrande,ToroenReposo
DazRos2,ToroenReposo
sunshin30893448,profewebjmel
TMDD15,hugomanchon
JuanCar79165713,diasasaigonados
ManuelG12415340,ToroenReposo
Ailaxy,HeiwaPaz
SVelascoJimenez,larazon_es
Borjavh89,PedroOtamendi
cabellblanc,PacoEscudero12
Tusiquevales28,GuajeSalvaje
jrmmontes,hugomanchon
EulateBrigitte,hugomanchon
Memole_33,Panik81
Cierraelpico,ToroenReposo
AlvaroMarReg,ToroenReposo
annickrepublic2,PacoEscudero12
alvarezirun,ToroenReposo
rasomosierra,ToroenReposo
jose77110,PedroOtamendi
Mireia42718450,GuajeSalvaje
MickBate111,josue_coello
Mayte_L_M,ToroenReposo
DolsR,PacoEscudero12
criscch71,ToroenReposo
Ruabos1980,ToroenReposo
medeheis,ToroenReposo
LilianaAmeiro,publico_es
JJGrijander,ToroenReposo
BretonsCarlos,ToroenReposo
angelesget,arrmate1
zorroazur,PedroOtamendi
emosioenganaos,ToroenReposo
lluisbrunet,vagadefam
AJasgcoto,ToroenReposo
pollastret,GuajeSalvaje
Alfredo06326156,ToroenReposo
Kiramateu1,pmusifloren
Kiramateu1,PSOE
els_cauen,arrmate1
afcapilla,GuajeSalvaje
itisfreed,profewebjmel
77croy,PedroOtamendi
carlos86029017,el_pais
anajanetgm,ToroenReposo
josep7375,eldisidenteOK
personahumana11,hugomanchon
Capri69537101,BalbontinCas
SparklierChutoy,PedroOtamendi
manolomayesta,GuajeSalvaje
pascualroger1,elperiodico
ANABELN45937139,ToroenReposo
xiquetdecasa,GuajeSalvaje
AB_1931,Ludvig1973
AB_1931,Esquerra_ERC
AdricatBcn,PacoEscudero12
Tapichin,ToroenReposo
luisma68,ToroenReposo
Flori2012,ToroenReposo
Sr_Gomez_,PedroOtamendi
CiudadanoEjemp2,GuajeSalvaje
VIVENZO1,rooiboos69
VIVENZO1,monicaoltra
rooiboos69,GuajeSalvaje
jvvvtt,PedroOtamendi
Princese_Six,ToroenReposo
mafalda1pao,arrmate1
VIVENZO1,CayetanoElRey
lluisriba,Ludvig1973
lluisriba,Esquerra_ERC
VIVENZO1,ToroenReposo
leosdoros,ToroenReposo
SotelorJose,ToroenReposo
vallmy,PacoEscudero12
PacoHumpry,ToroenReposo
BoleynLorraine,ToroenReposo
DonOstia_,ToroenReposo
jvvvtt,ToroenReposo
inakimex,GuajeSalvaje
neusgarcalpez,Ludvig1973
neusgarcalpez,Esquerra_ERC
Bolkonski,PedroOtamendi
Karina56466101,jaumecollboni
Karina56466101,socialistes_cat
Karina56466101,pscbarcelona
Karina56466101,carlosprietogo
Karina56466101,FerranPedret
Karina56466101,LluisRabell
Karina56466101,MariaEugeniaGay
Karina56466101,PSOE
Karina56466101,jscbarcelona
Karina56466101,salvadorilla
Karina56466101,miqueliceta
C_Montserrat77,ToroenReposo
jotokk,PacoEscudero12
Iruizgimeneza,carolacaracola5
inakimex,PedroOtamendi
esperanttot,Ludvig1973
esperanttot,Esquerra_ERC
nincobo9,arrmate1
PacoHumpry,valents_cat
PijoanRosa,PacoEscudero12
ManuelGarcaCen1,acuario_venus
ManuelGarcaCen1,YouTube
PalmaNeus,PacoEscudero12
batlander1,ToroenReposo
MediavillaMarga,serna_juanillo
MediavillaMarga,TribunaVa
MediavillaMarga,mariatuitea
MediavillaMarga,alberbustos
MediavillaMarga,rocioanguita
MediavillaMarga,TomaLaPalabraVA
rooiboos69,monicaoltra
FerBarceloB,GuajeSalvaje
lisell89,ToroenReposo
foralaborbonada,Ludvig1973
foralaborbonada,Esquerra_ERC
begarar,hugomanchon
marisantboi,PacoEscudero12
javipinar,ToroenReposo
Un_Leonardo,ToroenReposo
vadortitus,FrancescRep
ngelesLpezVill1,PedroOtamendi
komadreja6,eldisidenteOK
juancarjc,ToroenReposo
jestradamo,eldebate_com
ErgoProxyMLC,PareraEva
ErgoProxyMLC,valents_cat
ramondeveciana,OnVasBarcelona
Faciendo_,publico_es
edgarrod1950,bieitorubido
Sara121984,ToroenReposo
Eduardo65539796,almudenanegro
Eduardo65539796,danielsirera
jomormed,publico_es
AnaSant94575892,hugomanchon
Javier61434239,PedroOtamendi
AmbiConstructiv,ToroenReposo
marsaladita,ToroenReposo
SalgadoSergi,miquel_esteve
SalgadoSergi,elperiodico_cat
SalgadoSergi,bcn_ajuntament
SalgadoSergi,AdaColau
DisiRich,tomasrp3_
dieguitofrias,ToroenReposo
GALMENA3,ToroenReposo
anacabs,ElPeriodico_Esp
Carmen01505421,GuajeSalvaje
SparklierChutoy,ToroenReposo
Aleee_DmHdez,GenovevaLopezR
Aleee_DmHdez,eiomc
Aleee_DmHdez,CCivicaCatalana
chimbuzov3,PedroOtamendi
maccamcend,PedroOtamendi
OscarQuemada1,ToroenReposo
HCInmo,ToroenReposo
Carraskinho,PedroOtamendi
CazorroAguado,ElHuffPost
Lolita72477511,eldebate_com
jordimanri,SergiMaranya
jordimanri,AdaColau
jordimanri,janetsanz
Finselscullons1,PacoEscudero12
XiomaSnchez1,franmacos
Rufo_ND,GuajeSalvaje
Carlos_C_65,ToroenReposo
pilarleon71,GuajeSalvaje
camal12016397,ToroenReposo
mariafg55,GuajeSalvaje
MarcValls6,Ludvig1973
